Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,6144.6152343750,2798.8461914062,2461.6667480469,5852.1796875000,3117.6923828125,6425.8974609375,4288.3334960938,4181.4101562500,3960.7692871094,7517.1796875000,231.5384521484,7402.9487304688,2250.5126953125,2837.1794433594,,,0
0.0078125000,0,3442.8205566406,6368.9741210938,5827.1796875000,5241.9228515625,7419.3588867188,4672.4360351562,908.8461303711,130.8974304199,3436.6667480469,3940.3845214844,3335.0000000000,8215.7695312500,5971.9228515625,7028.7177734375,,,0
0.0156250000,0,8167.6923828125,6961.6665039062,1683.0769042969,4083.5898437500,7171.0258789062,8227.3076171875,1048.7178955078,1373.4615478516,4256.0258789062,2062.6923828125,6986.1538085938,3843.3332519531,6801.9228515625,1326.0256347656,,,0
0.0234375000,0,3583.5898437500,340.0000000000,1430.8974609375,152.8205108643,52.8205032349,5688.5898437500,6525.0000000000,894.7435913086,1204.4871826172,7934.6152343750,1786.4102783203,2216.9230957031,5945.7690429688,3388.9743652344,,,0
0.0310464000,0,7450.2563476562,5369.2309570312,751.0256347656,289.1025695801,640.5128173828,4294.6152343750,271.0256347656,1436.7949218750,6896.2822265625,2583.2050781250,1459.4871826172,1849.1025390625,5906.2822265625,2105.5126953125,,,0
0.0388589000,0,1235.2563476562,5586.6665039062,2227.9487304688,7618.3334960938,6398.4614257812,6412.8203125000,4737.4360351562,675.0000000000,6556.7949218750,6349.8715820312,3429.3588867188,5532.1796875000,6601.2822265625,264.2307739258,,,0
0.0466714000,0,4781.2822265625,3817.4357910156,5135.6411132812,6024.4873046875,7334.8715820312,3656.7949218750,209.9999847412,501.9230651855,1287.6922607422,399.2307739258,2221.4101562500,7994.4873046875,8084.8715820312,4543.3334960938,,,0
0.0544839000,0,4672.0512695312,5644.6152343750,7877.1796875000,2303.8461914062,6573.4614257812,1311.1538085938,6145.0000000000,8344.7431640625,8105.1284179688,1511.1538085938,4528.2050781250,7740.2563476562,7414.1025390625,6978.4614257812,,,0
0.0621880000,0,4621.6665039062,872.6923217773,4757.4360351562,6092.3076171875,7102.6923828125,1504.7435302734,468.3333129883,5222.5639648438,6609.2309570312,5983.7177734375,3437.3076171875,8377.3076171875,7176.1538085938,979.8717651367,,,0
0.0700005000,0,6368.3334960938,631.9230957031,4500.7690429688,4150.5126953125,783.0769042969,3916.9230957031,2688.9743652344,1714.8718261719,117.3076858521,6173.3334960938,4237.8203125000,4700.3847656250,6926.6665039062,398.8461608887,,,0
0.0778130000,0,2397.9487304688,5419.7436523438,7317.4360351562,7422.1796875000,2883.4614257812,6388.8461914062,1459.7435302734,4690.8974609375,5889.1025390625,225.3846130371,7699.8715820312,2206.5385742188,2646.5385742188,6636.7949218750,,,0
0.0856255000,0,592.1795043945,2087.1794433594,7078.8461914062,5986.9228515625,5393.3334960938,4218.5898437500,1010.3845825195,3041.4101562500,1801.7949218750,7882.0512695312,1560.2563476562,5397.1796875000,4439.2309570312,3766.2819824219,,,0
0.0934688000,0,4678.0771484375,2814.7436523438,2817.3076171875,822.9487304688,1090.6409912109,8203.4619140625,243.5897369385,6025.5126953125,6809.8715820312,2752.6923828125,5751.2822265625,5043.0771484375,2085.1281738281,5545.0000000000,,,0
0.1012813000,0,5460.6411132812,1556.5384521484,5067.4360351562,923.7179565430,6258.2050781250,3171.5385742188,4429.6152343750,35.8974266052,52.5640945435,2320.0000000000,7188.5898437500,7025.6411132812,4512.9487304688,5788.0771484375,,,0
0.1090938000,0,8156.0258789062,4003.0769042969,7733.0771484375,4485.1284179688,7453.8461914062,1640.2563476562,4677.4360351562,1008.8461303711,4815.1284179688,5086.6665039062,6540.8974609375,3744.8718261719,7362.9487304688,2283.5898437500,,,0
0.1169063000,0,213.4615325928,2588.2050781250,3591.0256347656,6215.6411132812,4864.6152343750,4328.3334960938,4971.2822265625,7360.8974609375,1935.8974609375,5015.5126953125,7943.0771484375,5649.3588867188,3072.9487304688,527.5640869141,,,0
0.1247089000,0,2885.6411132812,507.4358825684,5921.0258789062,6006.4101562500,2527.8205566406,5943.8461914062,510.5128173828,1411.0256347656,903.3333129883,4865.2563476562,3279.8718261719,3397.5642089844,4810.0000000000,3897.4357910156,,,0
0.1325214000,0,371.4102478027,7806.7949218750,808.2051391602,3044.1025390625,2019.3590087891,6615.7690429688,3760.2563476562,1563.2050781250,2829.4870605469,1175.3846435547,1238.7178955078,5810.2563476562,2418.5898437500,8081.9228515625,,,0
0.1403339000,0,7725.0000000000,6983.2050781250,1893.4615478516,4202.3076171875,4497.0512695312,2297.3076171875,6909.1025390625,5349.6152343750,5449.6152343750,431.9230651855,8350.3847656250,1006.4102783203,7097.6923828125,105.6410140991,,,0
0.1481464000,0,5357.4360351562,3655.0000000000,3564.2307128906,3145.6411132812,1146.1538085938,7972.9487304688,462.4358825684,4236.6665039062,5753.4614257812,710.1281738281,5841.6665039062,242.1794738770,3328.9743652344,2622.9487304688,,,0
0.1561198000,0,820.2564086914,8161.0258789062,3167.4357910156,5521.2822265625,6830.1284179688,827.1795043945,5215.2563476562,3085.3845214844,3696.5385742188,7474.8715820312,4102.8203125000,3208.8461914062,320.1282043457,5374.1025390625,,,0
0.1639323000,0,6339.2309570312,2755.7692871094,7703.3334960938,5649.6152343750,7555.1284179688,721.5384521484,1692.6922607422,7329.7436523438,5892.8203125000,7317.1796875000,3630.0000000000,925.3845825195,132.3076782227,3354.6154785156,,,0
0.1717448000,0,5046.6665039062,2679.7436523438,1249.1025390625,8318.4619140625,1881.1538085938,4242.5639648438,3266.2819824219,8060.7690429688,1878.0769042969,5967.3076171875,6298.8461914062,307.6922912598,159.9999847412,2371.2819824219,,,0
0.1795573000,0,1931.6666259766,91.7948608398,1171.1538085938,7156.9228515625,4894.7436523438,4223.9741210938,1080.6409912109,812.5640869141,6746.9228515625,3405.6411132812,4760.7690429688,1790.1281738281,2493.5898437500,6012.8203125000,,,0
0.1873292000,0,4869.3588867188,5207.5639648438,6701.7949218750,3792.6923828125,698.5897216797,6173.7177734375,7378.2050781250,5498.5898437500,1994.1025390625,4591.1538085938,6301.5385742188,6645.1284179688,6566.6665039062,5411.6665039062,,,0
0.1951417000,0,1462.3077392578,2280.5126953125,3350.3845214844,3620.3845214844,6922.5639648438,3775.0000000000,5168.7177734375,2676.5385742188,6864.7436523438,32.0512733459,1502.3077392578,137.6923065186,7785.1284179688,3634.3588867188,,,0
0.2029542000,0,2384.6154785156,6472.6923828125,5719.8715820312,7081.0258789062,3093.4614257812,8347.6923828125,5572.1796875000,2974.6154785156,4175.2563476562,5112.1796875000,4837.6923828125,5763.5898437500,5605.2563476562,7102.4360351562,,,0
0.2107667000,0,2204.1025390625,7550.6411132812,4737.0512695312,5190.1284179688,452.8204956055,2289.8718261719,7245.7690429688,2021.5384521484,2038.4615478516,6287.1796875000,6263.3334960938,3544.1025390625,3856.0256347656,6504.6152343750,,,0
0.2188992000,0,7.1794781685,2897.1794433594,1512.8205566406,5229.2309570312,6258.5898437500,935.8973999023,5679.8715820312,6470.2563476562,41.2820434570,5106.6665039062,1333.4615478516,3085.1281738281,2849.3588867188,6698.4614257812,,,0
0.2267117000,0,8065.7690429688,3645.7692871094,2446.5385742188,2157.5642089844,1863.4615478516,4721.2822265625,1894.6153564453,3106.9230957031,1483.7178955078,1815.5128173828,6823.7177734375,7824.2309570312,1266.2821044922,6334.8715820312,,,0
0.2345242000,0,6710.5126953125,7004.2309570312,5338.3334960938,6086.6665039062,2097.6923828125,366.5384521484,6121.2822265625,2509.1025390625,5778.8461914062,430.7692260742,7694.1025390625,2047.8205566406,384.2307739258,1662.6922607422,,,0
0.2423367000,0,7975.6411132812,5947.8203125000,4876.2822265625,6300.1284179688,4790.8974609375,6099.3588867188,394.2307739258,2475.6411132812,6796.4101562500,740.5128173828,1854.1025390625,6839.3588867188,6825.7690429688,5110.3847656250,,,0
0.2497776000,0,7978.3334960938,2555.8974609375,7450.6411132812,8146.9228515625,5764.1025390625,4218.2050781250,6017.9487304688,7553.5898437500,2076.7949218750,7358.8461914062,2587.1794433594,4396.7949218750,7589.7436523438,3228.2050781250,,,0
0.2575901000,0,588.5897216797,3102.6923828125,7026.1538085938,4334.1025390625,2918.5898437500,5483.2050781250,4509.2309570312,5869.3588867188,2329.1025390625,5332.1796875000,910.5128173828,102.6922988892,2422.1794433594,8082.5639648438,,,0
