Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,5225.2563476562,443.2051086426,1653.9743652344,2455.6411132812,1920.1281738281,4202.1796875000,793.9743652344,1394.6153564453,8307.0517578125,2841.0256347656,935.0000000000,7643.2050781250,1751.4102783203,2579.6154785156,,,0
0.0078125000,0,1213.9743652344,6509.8715820312,1023.4615478516,5966.7949218750,5977.0512695312,122.6922988892,5690.1284179688,4351.0258789062,3736.1538085938,2128.0769042969,7840.6411132812,4545.8974609375,2315.8974609375,6669.1025390625,,,0
0.0156250000,0,4198.4614257812,5294.6152343750,3900.2563476562,675.5128173828,6452.3076171875,4841.2822265625,4530.5126953125,5296.7949218750,6705.8974609375,5030.6411132812,6886.2822265625,8220.5126953125,5739.6152343750,1269.8718261719,,,0
0.0234375000,0,1792.3077392578,291.6666564941,6267.8203125000,6463.9741210938,2047.4359130859,5078.5898437500,5616.0258789062,3601.5385742188,480.7692260742,5779.3588867188,553.7179565430,4896.2822265625,443.0769042969,5095.1284179688,,,0
0.0311910000,0,4092.5642089844,3720.6411132812,4634.7436523438,7159.3588867188,5620.5126953125,7491.2822265625,4144.8715820312,1208.4615478516,8226.9228515625,4848.7177734375,8272.9482421875,5967.4360351562,1139.8718261719,7186.1538085938,,,0
0.0390035000,0,4824.8715820312,5088.9741210938,3857.9487304688,7078.0771484375,4644.4873046875,2530.5126953125,7824.7436523438,531.9230957031,3834.3588867188,5449.7436523438,2327.8205566406,1973.9743652344,3105.3845214844,398.2051086426,,,0
0.0468160000,0,2821.0256347656,1539.8718261719,8366.0253906250,7058.3334960938,3116.4101562500,8236.2822265625,7243.8461914062,2677.8205566406,6215.8974609375,2644.3588867188,5814.7436523438,7101.4101562500,2741.1538085938,152.6923065186,,,0
0.0546285000,0,4569.7436523438,3035.7692871094,8145.5126953125,3722.8205566406,6686.6665039062,1954.1025390625,1735.7691650391,7382.0512695312,5252.4360351562,2757.4357910156,6258.2050781250,7339.3588867188,5480.8974609375,5101.2822265625,,,0
0.0626458000,0,5204.7436523438,325.3846130371,6533.3334960938,8096.9228515625,5297.5639648438,2833.2050781250,5084.8715820312,1685.5128173828,6429.1025390625,4979.2309570312,6033.8461914062,3785.1281738281,3675.0000000000,8136.0258789062,,,0
0.0704583000,0,1618.2050781250,2837.9487304688,5814.6152343750,288.7179260254,4588.5898437500,5088.3334960938,3785.6411132812,6011.2822265625,6235.2563476562,3296.5385742188,3327.0512695312,7181.4101562500,1934.7435302734,4971.5385742188,,,0
0.0782708000,0,7546.7949218750,3823.2050781250,3797.8205566406,850.2564086914,5177.0512695312,1771.6666259766,3530.3845214844,6929.1025390625,2094.3588867188,7811.0258789062,7542.5639648438,2519.1025390625,4514.8715820312,2164.4870605469,,,0
0.0860833000,0,6353.0771484375,6277.6923828125,6379.8715820312,4005.5129394531,1812.0512695312,6700.2563476562,1583.2050781250,8204.3593750000,6746.5385742188,4669.4873046875,6262.1796875000,7089.3588867188,5625.3847656250,5969.7436523438,,,0
0.0936659000,0,5450.1284179688,2508.0769042969,356.6666564941,2462.6923828125,1401.6666259766,4804.2309570312,5317.0512695312,5295.2563476562,7746.7949218750,2513.7180175781,1221.2821044922,707.0512695312,7646.9228515625,6921.6665039062,,,0
0.1014784000,0,7069.8715820312,5149.2309570312,925.5128173828,8128.7177734375,1490.2563476562,3325.7692871094,8200.0000000000,5097.8203125000,8061.0258789062,794.6153564453,6559.3588867188,2809.3588867188,3907.9487304688,3220.0000000000,,,0
0.1092909000,0,2728.0769042969,3837.5642089844,94.4871673584,3802.6923828125,2774.4870605469,137.4358825684,2859.4870605469,2632.4357910156,3981.2819824219,806.7948608398,2164.3588867188,4186.4101562500,7210.7690429688,2459.1025390625,,,0
0.1171034000,0,1253.9743652344,6681.6665039062,3271.5385742188,6348.8461914062,4260.8974609375,7034.6152343750,8289.1025390625,1006.1538696289,5481.7949218750,3698.8461914062,447.0512695312,3022.5642089844,1940.1281738281,3184.8718261719,,,0
0.1250750000,0,666.1538085938,6021.6665039062,6083.9741210938,5018.7177734375,431.6666564941,3568.3332519531,7448.3334960938,4155.0000000000,4972.4360351562,258.7179260254,3533.3332519531,4513.3334960938,943.2051391602,954.4871826172,,,0
0.1328875000,0,441.5384521484,5803.0771484375,7716.2822265625,339.4871826172,363.5897216797,5692.3076171875,1664.1025390625,4251.9228515625,4846.6665039062,8318.2050781250,7206.5385742188,6486.1538085938,7213.7177734375,8167.3076171875,,,0
0.1407000000,0,5957.0512695312,1826.6666259766,2643.9743652344,1802.0512695312,1053.4615478516,7695.1284179688,329.7435913086,5246.0258789062,2306.0256347656,771.1538085938,2233.0769042969,1887.4359130859,7068.8461914062,6804.8715820312,,,0
0.1485125000,0,3057.6923828125,7686.5385742188,6988.3334960938,4963.3334960938,6076.2822265625,2206.1538085938,3976.6667480469,7149.1025390625,839.1025390625,5856.5385742188,954.7435913086,7368.8461914062,2670.5126953125,2350.8974609375,,,0
0.1571936000,0,7226.5385742188,3649.1025390625,1192.1794433594,8377.3076171875,235.8974304199,2845.8974609375,3867.5642089844,6802.4360351562,1256.5384521484,7312.3076171875,4337.1796875000,2591.6667480469,5720.1284179688,5687.4360351562,,,0
0.1650061000,0,7565.6411132812,6543.0771484375,1590.1281738281,8252.5644531250,5089.6152343750,1546.0256347656,7736.1538085938,5435.8974609375,1352.6922607422,3745.5129394531,1183.8461914062,2585.3845214844,3033.3332519531,4822.4360351562,,,0
0.1728186000,0,2238.2050781250,7082.4360351562,890.7692260742,1833.2050781250,4715.2563476562,5325.7690429688,6376.0258789062,6131.6665039062,4927.4360351562,5006.2822265625,6752.8203125000,3485.7692871094,127.0512695312,6013.5898437500,,,0
0.1806311000,0,5501.5385742188,3406.9230957031,6216.6665039062,6693.8461914062,145.3846130371,124.9999923706,7584.8715820312,6964.8715820312,2841.1538085938,8.9743499756,6412.8203125000,6850.7690429688,3778.5898437500,7110.0000000000,,,0
0.1876440000,0,2952.0512695312,2663.9743652344,1708.2050781250,5702.1796875000,3744.3588867188,6702.5639648438,5017.4360351562,6370.5126953125,6331.1538085938,1104.1025390625,1266.7949218750,1066.2821044922,7069.4873046875,4338.2050781250,,,0
0.1954565000,0,6142.6923828125,5003.3334960938,2147.8205566406,2541.1538085938,2472.6923828125,1795.3846435547,3428.8461914062,5765.3847656250,6762.9487304688,1342.9487304688,1376.7949218750,7553.0771484375,128.5897369385,3638.2050781250,,,0
0.2032690000,0,6935.0000000000,3304.2307128906,6770.6411132812,2376.5385742188,6514.1025390625,873.2051391602,5384.8715820312,66.1538391113,3529.2307128906,2396.1538085938,2126.7949218750,3694.4870605469,3247.0512695312,5997.5639648438,,,0
0.2110815000,0,4580.2563476562,6693.5898437500,7366.1538085938,2616.4101562500,3064.1025390625,4256.4101562500,8374.2304687500,7506.9228515625,4631.6665039062,3368.4614257812,2524.6154785156,3754.1025390625,4661.6665039062,926.5384521484,,,0
0.2187092000,0,1433.9743652344,90.2564010620,3107.9487304688,8193.5898437500,8065.5126953125,4573.8461914062,3866.4101562500,5534.8715820312,1898.9743652344,2354.3588867188,5309.4873046875,2873.7180175781,8141.9228515625,1036.1538085938,,,0
0.2265217000,0,6411.2822265625,2642.9487304688,3110.1281738281,6524.7436523438,7617.8203125000,1039.3590087891,211.1538391113,3519.7436523438,4298.2050781250,2419.1025390625,729.4871826172,3286.4101562500,5678.7177734375,6760.6411132812,,,0
0.2343342000,0,1922.3077392578,842.5640869141,5097.5639648438,130.1281890869,8333.4619140625,3895.3845214844,4981.0258789062,4773.2050781250,7597.9487304688,6575.5126953125,6283.3334960938,4468.7177734375,6520.1284179688,2481.0256347656,,,0
0.2421467000,0,8338.0771484375,591.2820434570,2486.9230957031,1286.6666259766,5621.5385742188,5006.5385742188,1704.2307128906,7983.8461914062,1835.3846435547,2414.1025390625,4570.5126953125,4455.5126953125,4144.4873046875,2119.3588867188,,,0
0.2500897000,0,3637.3076171875,1521.6666259766,1834.2307128906,6487.6923828125,6641.5385742188,5967.9487304688,3030.7692871094,1947.0512695312,481.9230651855,2926.4101562500,4916.1538085938,4258.2050781250,2210.7692871094,5863.3334960938,,,0
0.2579022000,0,7470.1284179688,877.6923217773,4226.6665039062,6835.7690429688,1988.9743652344,2847.1794433594,4588.8461914062,6416.0258789062,5568.5898437500,3363.0769042969,3803.8461914062,5574.2309570312,1392.0512695312,550.7692260742,,,0
0.2657147000,0,6216.5385742188,6639.6152343750,304.4871826172,4972.5639648438,648.2051391602,437.3076782227,2577.4357910156,5345.3847656250,2447.9487304688,6282.4360351562,4445.5126953125,7427.6923828125,7473.9746093750,1768.0769042969,,,0
0.2735272000,0,389.7435913086,2597.5642089844,3803.9743652344,2178.2050781250,5742.4360351562,7967.1796875000,4412.4360351562,310.0000000000,4922.5639648438,1178.4615478516,1038.3333740234,6719.6152343750,145.6410217285,3844.3588867188,,,0
0.2812167000,0,8033.0771484375,3074.6154785156,6787.9487304688,6872.5639648438,2080.1281738281,2895.6411132812,5332.9487304688,5192.8203125000,7773.0771484375,6668.7177734375,3773.3332519531,3860.0000000000,2152.9487304688,1030.2563476562,,,0
0.2890292000,0,2859.6154785156,6883.5898437500,718.8461303711,7119.4873046875,6315.0000000000,3124.8718261719,5758.7177734375,7306.0258789062,7336.5385742188,7699.6152343750,7876.7949218750,572.8204956055,4936.4101562500,5497.9487304688,,,0
0.2968417000,0,3258.4614257812,3871.1538085938,3615.0000000000,4989.8715820312,2583.8461914062,8359.3593750000,6512.0512695312,3977.8205566406,5651.6665039062,2291.7949218750,6523.9741210938,4575.3847656250,1222.6922607422,6701.9228515625,,,0
0.3046542000,0,3601.2819824219,4949.7436523438,5927.4360351562,7530.7690429688,5327.6923828125,3684.7436523438,2014.8718261719,4285.1284179688,5058.2050781250,421.2820434570,3903.8461914062,823.4615478516,1758.0769042969,3656.2819824219,,,0
0.3126542000,0,5512.0512695312,82.9487075806,7795.6411132812,6860.6411132812,3010.7692871094,7750.5126953125,804.6153564453,4552.3076171875,1917.5640869141,6621.7949218750,1924.7435302734,7237.9487304688,7066.5385742188,1081.2821044922,,,0
0.3204667000,0,2766.6667480469,1357.4359130859,386.4102478027,146.7948608398,4100.5126953125,3040.7692871094,2736.7949218750,3306.6667480469,6850.5126953125,2370.6411132812,6575.3847656250,7700.1284179688,2995.3845214844,7050.5126953125,,,0
