Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0,0,533.4733057114695,-1851.3986012674563,-1255.8841325535216,-886.6671722267488,-1115.4095556309292,23.254916939653413,-1700.2879495891823,-1400.0660924080016,2069.467794376452,-676.3378212537671,-1628.2399180727311,1740.579501209434,-1211.6818903717253,-814.9734165017073,,,0
0.0078125,0,-1472.1676854994305,1181.9346354268437,-1571.1405412449217,868.9097320701512,913.0519922206208,-2016.4887773657465,747.7890767780177,78.13916882244848,-215.98118023289817,-1032.812186488117,1824.5806385678688,191.92569261568406,-929.4382990631252,1229.7701137717427,,,0
0.015625,0,20.075844773969493,574.3064615987437,-132.74314134262158,-1776.731320175949,1150.6801660487708,342.8061864709034,167.9812154498677,551.0236903068485,1268.8906459389518,418.46991800403293,1347.4011952085189,2029.233309803184,782.4205876556248,-1469.8452426735573,,,0
0.0234375,0,-1183.0009984877306,-1927.1678273417062,1051.0388410792784,1117.4993316795512,-1051.755686002029,461.4599950646534,710.7378072467177,-296.6044835212515,-1843.6734714926981,792.828804722833,-1818.880939801231,367.11807542818406,-1865.8485773834252,442.7830532248927,,,0
0.031191,0,-32.87276362443049,-212.68059894815633,234.50051100117844,1465.1917144920512,734.7827051112708,1667.8061864709034,-24.839341190782307,-1493.1429967048516,2029.4033412514518,327.50824808218294,2040.7342030210189,902.694979725034,-1517.4511164459252,1488.2957485373927,,,0
0.0390035,0,333.2809228989695,471.4859049581437,-153.89694993632156,1424.5508453514012,246.77000979877084,-812.5785791540966,1815.0966939655177,-1831.4122227791015,-166.87864117039817,628.021187535333,-931.8296397524311,-1094.035855235866,-534.6947687896752,-1905.6786014382074,,,0
0.046816,0,-668.6420507338305,-1303.0652425028063,2100.1413801417784,1414.6790191795512,-517.2685644199792,2040.3061864709034,1524.6479634967177,-758.4634923103515,1023.8906459389518,-774.671195277167,811.6319080991689,1469.682040271934,-716.8101252349752,-2028.4350025002072,,,0
0.0546285,0,205.71695805526952,-555.1165120340563,1989.8850324855284,-253.07745054704878,1267.8596094081208,-1100.7836572790966,-1229.3905496868324,1593.6518641349485,542.1599330483018,-718.1327431287671,1033.3626209897689,1588.656405506334,653.0617009368748,445.8599575217427,,,0
0.0626458,0,523.2169580552695,-1910.3088490702064,1183.7954328761784,1933.9736969139012,573.3083398769209,-661.2323877478466,445.1606588092177,-1254.6173619392516,1130.4931850014518,392.76483987903293,921.1831776303688,-188.45895093901595,-249.8870295318752,1963.2317836935927,,,0
0.0704583,0,-1270.0523290541305,-654.0267903543563,824.4363020167784,-1970.1287658546487,218.82127933002084,466.3318212365534,-204.4545755657823,908.2673426505985,1033.5700892983018,-448.58135152716704,-432.21428330713115,1509.682040271934,-1120.015264395175,380.9881313498927,,,0
0.0782708,0,1694.2425928208695,-161.39861652625632,-183.96103685042158,-1689.3595245216488,513.0519922206208,-1192.0016138220467,-332.0828714641823,1367.1774989005985,-1036.8786411703982,1808.662300816533,1675.5420643491689,-821.471768321816,170.04876148372477,-1022.5376254860573,,,0
0.0860833,0,1097.3837061021195,1065.8450358174937,1107.0644758448784,-111.73125914079878,-1169.4480077793792,1272.2932470177534,-1305.6725931438823,2004.8059168693485,1289.2112025796018,237.89301370718294,1035.3499256772689,1463.656405506334,725.3053532806248,880.0906704123927,,,0
0.0936659,0,645.9093408677695,-818.9627034403063,-1904.5379869236715,-883.1415374610988,-1374.6403295566793,324.2805517052534,561.2505025592177,550.2544031974485,1789.3393764077018,-839.9916298475171,-1485.098865826631,-1727.497403087466,1736.0743962493748,1356.0520961935927,,,0
0.1014784,0,1455.7809228989695,501.61432292684367,-1620.1149064793217,1949.8711578514012,-1330.3454687168792,-414.9502832556466,2002.7248677936177,451.5363856193485,1946.4548549233018,-1699.5429604139172,1183.9395252866689,-676.3435944936659,-133.4126642974752,-494.7811557595073,,,0
0.1092909,0,-715.1164159681805,-154.2190510965563,-2035.6277314915217,-213.14153746109878,-688.2301122715292,-2009.1169855261467,-667.5316019329323,-781.1558751228515,-93.41709331884817,-1693.453208216667,-1013.5604747133311,12.182040271934056,1517.9974919525248,-875.2298862282573,,,0
0.1171034,0,-1452.1676854994305,1267.8320963643437,-447.10202806132156,1059.9353668357512,54.97508792377084,1439.4726903771534,2047.2761373248677,-1594.2968358162016,656.8393764077018,-247.42754293346707,-1872.2142833071312,-569.7409333608659,-1117.3229426178252,-512.3452426735573,,,0
0.125075,0,-1746.0779638197305,937.8320963643437,959.1157453761784,394.8711578514012,-1859.640314297929,-293.6683008337966,1626.8916158405177,-19.873770630651507,402.1599330483018,-1967.491675623867,-329.07329209618115,175.64371019383407,-1615.7844599517753,-1627.5375644509072,,,0
0.1328875,0,-1858.3856420424304,828.5374186299937,1775.2697981105284,-1944.7441375587487,-1893.678781705129,768.3188817834034,-1265.2238626751323,28.587655150598493,339.2751674233018,2062.251900425933,1507.5293690366689,1162.053866443834,1519.4718571868748,1978.8726528342427,,,0
0.1407,0,899.3707666489695,-1159.6678426004564,-760.8841325535216,-1213.4620941017488,-1548.7428686191793,1769.7292821740534,-1932.4033365520822,525.6391688224485,-931.0452671469982,-1711.273734339667,-979.2014659242811,-1137.3050813101158,1447.0360661712248,1297.6546352560927,,,0
