Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,4083.7180175781,5958.4614257812,3802.6923828125,5954.1025390625,7655.0000000000,3519.1025390625,7600.5126953125,747.8204956055,5906.2822265625,2195.0000000000,2233.8461914062,5432.0512695312,5482.8203125000,8020.3847656250,,,0
0.0078125000,0,4906.6665039062,2859.2307128906,6919.7436523438,7906.6665039062,3309.3588867188,5153.8461914062,5557.4360351562,4041.5385742188,1312.6922607422,3491.5385742188,8132.6923828125,5934.1025390625,51.6666564941,2789.8718261719,,,0
0.0156250000,0,502.1794738770,1736.0256347656,2069.6154785156,2460.5126953125,2241.1538085938,2436.7949218750,2913.3332519531,1676.5384521484,2081.2819824219,4017.4357910156,6290.7690429688,575.6409912109,2725.2563476562,2677.1794433594,,,0
0.0234375000,0,2168.4614257812,1469.4871826172,2109.7436523438,1347.4359130859,6435.0000000000,5947.5639648438,1285.7691650391,1823.5897216797,5546.6665039062,6451.4101562500,6694.7436523438,503.9743652344,3432.5642089844,5941.4101562500,,,0
0.0314061000,0,3969.7436523438,8365.1279296875,2334.3588867188,5732.6923828125,2713.2050781250,7797.4360351562,1672.8205566406,8041.2822265625,5620.1284179688,3129.4870605469,2190.6411132812,7334.3588867188,1265.3846435547,2205.5126953125,,,0
0.0392186000,0,2376.7949218750,3077.9487304688,1098.5897216797,5523.8461914062,115.7692184448,7640.6411132812,4220.1284179688,4987.1796875000,224.2307586670,6734.4873046875,6925.2563476562,7811.4101562500,3849.2307128906,7895.0000000000,,,0
0.0470311000,0,7587.8203125000,1132.8205566406,6508.8461914062,7306.6665039062,6162.9487304688,112.6922988892,537.5640869141,5141.0258789062,587.0512695312,3699.8718261719,6831.0258789062,7870.1284179688,7582.9487304688,7775.7690429688,,,0
0.0548436000,0,31.6666584015,6634.6152343750,1402.9487304688,3003.7180175781,2344.4870605469,753.9743652344,275.3846130371,4541.2822265625,4177.8203125000,4554.4873046875,1729.3590087891,1108.2050781250,6868.4614257812,4108.9741210938,,,0
0.0627768000,0,2365.2563476562,3240.1281738281,1917.6922607422,5658.4614257812,1507.8205566406,3971.5385742188,6636.1538085938,2152.4357910156,4623.0771484375,5406.5385742188,882.9487304688,6551.9228515625,4611.9228515625,1949.7435302734,,,0
0.0705893000,0,1915.6409912109,3338.4614257812,5538.5898437500,1457.3077392578,3674.3588867188,7149.3588867188,2140.0000000000,26.4102478027,8208.8457031250,428.8461608887,7453.2050781250,158.8461456299,443.5897216797,4126.0258789062,,,0
0.0784018000,0,7186.2822265625,2561.9230957031,6774.7436523438,6437.4360351562,5588.8461914062,7380.5126953125,1264.2307128906,7258.3334960938,5886.0258789062,4567.1796875000,7613.9746093750,1349.7435302734,4412.1796875000,821.9230957031,,,0
0.0862143000,0,8028.8461914062,5037.0512695312,3122.0512695312,8131.4101562500,307.1794738770,7247.5639648438,5109.4873046875,2776.7949218750,3055.2563476562,2089.2307128906,5921.6665039062,3002.3076171875,3217.8205566406,5480.5126953125,,,0
0.0938231000,0,6686.9228515625,5120.1284179688,6742.1796875000,7660.0000000000,5851.2822265625,6449.1025390625,4831.7949218750,4415.5126953125,96.2820434570,5499.1025390625,8231.2822265625,2095.0000000000,384.2307739258,3057.4357910156,,,0
0.1016356000,0,1886.5384521484,3381.5385742188,7048.3334960938,4396.2822265625,5372.8203125000,2185.0000000000,6937.0512695312,1943.2050781250,225.3846130371,3296.7949218750,5935.7690429688,3052.0512695312,1616.0256347656,6809.1025390625,,,0
0.1094481000,0,2083.0769042969,2768.7180175781,4893.3334960938,8093.9746093750,2336.1538085938,2085.7692871094,1745.2563476562,4225.3847656250,6275.3847656250,355.7692260742,5386.5385742188,7656.5385742188,1014.4871826172,1654.6153564453,,,0
0.1172606000,0,6568.0771484375,8191.1538085938,2834.8718261719,7537.4360351562,1783.5897216797,6397.4360351562,7800.1284179688,1183.5897216797,6712.9487304688,1263.8461914062,3083.0769042969,7158.5898437500,2237.0512695312,2370.7692871094,,,0
0.1252194000,0,4432.3076171875,6627.3076171875,7511.1538085938,2084.3588867188,5318.4614257812,7364.8715820312,3995.5129394531,966.9230957031,922.3076782227,4414.2309570312,5720.6411132812,7277.1796875000,1360.5128173828,656.4102783203,,,0
0.1330319000,0,4207.4360351562,3586.5385742188,254.7435760498,2338.8461914062,630.1281738281,7201.0258789062,5073.4614257812,1476.9230957031,219.2307586670,1979.7435302734,307.6922912598,6290.5126953125,2955.8974609375,423.3333129883,,,0
0.1408444000,0,3909.4870605469,8351.0253906250,8333.4619140625,3220.5129394531,6183.8461914062,6667.8203125000,4490.3847656250,2695.7692871094,6145.5126953125,4255.7690429688,4382.8203125000,4623.9741210938,5660.7690429688,4571.1538085938,,,0
0.1486569000,0,371.7948608398,6648.3334960938,6082.8203125000,7755.2563476562,6813.8461914062,7373.8461914062,7341.9228515625,3301.9230957031,4301.2822265625,1639.2307128906,7769.7436523438,992.4359130859,4026.1538085938,3580.3845214844,,,0
0.1564428000,0,2468.9743652344,5043.9741210938,5531.0258789062,7091.2822265625,744.8717651367,7102.4360351562,218.3333282471,5188.0771484375,7432.3076171875,7142.5639648438,6524.4873046875,2429.6154785156,2472.6923828125,337.5640869141,,,0
0.1642553000,0,6342.0512695312,3925.8974609375,10.2564010620,6791.1538085938,1751.0256347656,3561.9230957031,547.1795043945,6548.8461914062,592.1795043945,7995.0000000000,3500.1281738281,2968.9743652344,2818.5898437500,5579.4873046875,,,0
0.1720678000,0,5227.3076171875,7855.7690429688,2379.7436523438,1849.4871826172,2623.2050781250,3249.8718261719,3658.3332519531,456.7948608398,3820.8974609375,3241.9230957031,1673.9743652344,5053.7177734375,1448.8461914062,5266.5385742188,,,0
0.1798803000,0,4786.0258789062,5629.6152343750,5257.1796875000,8102.1796875000,8132.3076171875,4688.0771484375,6658.0771484375,2238.7180175781,4673.4614257812,3221.2819824219,994.1025390625,4710.3847656250,8124.7436523438,6202.4360351562,,,0
0.1877146000,0,2988.3332519531,6086.5385742188,5054.6152343750,8091.4101562500,2983.3332519531,3607.9487304688,1410.7691650391,4813.8461914062,3406.1538085938,8358.4619140625,8041.1538085938,1723.8461914062,5931.7949218750,3474.2307128906,,,0
0.1955271000,0,7509.7436523438,6928.9741210938,2192.1794433594,856.2820434570,1348.7178955078,4680.5126953125,5525.3847656250,4475.3847656250,6681.1538085938,6158.9741210938,6704.8715820312,5427.9487304688,5377.3076171875,1876.2821044922,,,0
0.2033396000,0,4356.4101562500,6587.5639648438,6663.4614257812,2237.4357910156,7561.1538085938,2857.3076171875,6490.8974609375,7443.7177734375,5132.8203125000,4005.7692871094,1481.2821044922,6039.4873046875,6789.7436523438,781.9230957031,,,0
0.2111521000,0,7176.0258789062,2030.2563476562,7395.0000000000,6973.4614257812,6579.3588867188,5259.8715820312,5456.0258789062,7462.8203125000,28.2051200867,2075.5126953125,7880.1284179688,6713.4614257812,437.1794738770,6803.4614257812,,,0
0.2189802000,0,2268.8461914062,8373.9746093750,135.6410217285,6285.5126953125,7717.0512695312,2931.6667480469,2342.4357910156,7361.0258789062,4750.3847656250,8393.4619140625,6120.1284179688,4898.8461914062,1435.6409912109,1342.3077392578,,,0
0.2267927000,0,44.7435798645,4620.6411132812,6554.4873046875,7233.4614257812,5510.5126953125,5634.7436523438,1662.8205566406,5650.0000000000,5658.3334960938,6232.3076171875,1353.5897216797,1801.9230957031,2063.2050781250,8321.9228515625,,,0
0.2346052000,0,66.0256347656,3277.4357910156,7862.8203125000,3850.2563476562,1561.4102783203,3466.7949218750,3953.8461914062,853.0769042969,7963.2050781250,7918.5898437500,2631.0256347656,3821.9230957031,3840.0000000000,3695.3845214844,,,0
