Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0,0,-1940.8622693036139,-1277.4093249162165,-80.87622006595666,1652.24296045628,-830.7875242536293,-865.7839414788068,1249.353417058424,-1401.4485651519096,1260.8008482384903,-1305.5851452221887,-520.974087904134,-145.86855838336737,-704.9777050120019,-1987.467294344432,,,0
0.0078125,0,-84.13151063661394,-857.1529162248164,-1809.8505853003066,-945.8980307546701,-686.6208982770793,75.49804094304318,824.6739736990739,396.8848088715404,-695.8016908240097,1639.8635242114115,458.577059556766,-155.22756717241737,552.7786426442481,-1863.1083160729322,,,0
0.015625,0,764.586384871186,1849.2573620954836,-566.5814202612567,834.4224038156299,-1103.6721678083293,462.0366151618432,1880.314842839724,-489.4613825347096,-583.3657777381097,-1642.1877148022886,-325.397183607284,186.56735470258263,-360.16996575420194,-1653.300637850282,,,0
0.0234375,0,-2032.4007367108638,-545.4862902482164,-909.9146722144067,-1115.51344823512,-456.74907210517927,-470.4633848381568,-846.7364266915761,1526.2436955902904,1926.8906919884903,-121.93127559328855,-961.935635755734,-341.7019324068174,432.20173834734805,-814.7749725670822,,,0
0.0311185,0,1263.304402449336,418.7444226423836,-1968.0557244605066,1391.4097085031299,-1689.5695982282293,-1456.6172544671067,-1706.864600519676,-5.935747769059617,212.98029159784028,-334.30310176518856,-1448.345914076034,-950.2275671724174,902.586503972348,-813.1083465905322,,,0
0.038931,0,79.71455869933607,1191.0522839704836,1627.8417975121934,-605.5775961843701,1462.1612062151207,1994.0878846930432,-1205.1338265938762,1946.1797307465404,-2120.99400878666,1408.1970203051114,-1024.243375013534,-1948.8814368013172,1602.201738347348,993.7505401282679,,,0
0.0467435,0,1211.509480574336,172.5266492048836,100.08520571529334,-95.19295262967012,677.4817628557207,1540.8828065680432,-910.5184091134261,-1047.2177301909596,309.7752134728403,-1278.5338756909387,-1836.294644544784,-1963.8173422578673,-1190.105878840152,325.67363583136785,,,0
0.054556,0,1412.022420027436,-1444.0118639787165,1950.3417975121934,-64.29549169217012,890.4304933245207,-1811.1685545159069,159.35341705842393,-1593.8844782378596,-973.8145082068597,1801.6584460864115,-1313.217740247884,1588.4262414213326,-1239.144392023702,814.3276885657679,,,0
0.0623577,0,281.44551573053604,-808.4350207170164,677.3930670433933,-1981.34677648222,215.17390152762073,-539.6301328850568,976.7252432303239,817.2053655121404,-1332.1478822303097,1750.7609851489115,1724.602694322416,1711.1186242338326,1500.278642644248,-1232.0826507897323,,,0
0.0701702,0,534.522420027436,-1564.7811510880665,1361.8161627465433,1853.46097803443,-630.9797849958293,24.79296281804318,-403.85178313687607,-658.8203913237596,-317.4683168006097,-1688.1492626538386,57.03872947866603,-1106.0609411958674,1085.214677800498,106.37895809696784,,,0
0.0779827,0,1873.881306746186,1167.0779187361336,-572.3505853003066,61.73026514377989,-1825.2106199567793,1607.8698671149432,-713.723609308726,1477.1411565277904,-1816.5709168982598,430.37646366451145,1488.705233384916,1511.7594933744826,1384.060869206748,-4.1339813561321535,,,0
0.0857952,0,185.41988096493606,-1516.1272814591664,-379.97875912845666,-161.4108481374701,1599.2124757463707,-763.9249326897568,1207.879051824074,-52.15376534720963,1797.1470396446903,-2019.6877148022886,1094.859286119266,1387.9135461088326,-347.9905223948019,453.30205380011785,,,0
0.0937076,0,1251.317097761836,801.2444226423836,-821.2608636206567,1318.33280420628,-774.5055418317793,-405.5274717522568,168.45595612092393,2062.6538518402904,-1165.5452821326098,-1032.7005627026886,-1425.9100620252339,-215.22756717241737,-1068.246931086202,131.31474911261785,,,0
0.1015201,0,1898.048054793036,-1282.3452380021663,201.49560610589333,368.9736733469299,698.5073976213707,496.6518495368432,-13.21079192592606,742.2693303559404,-2033.4940126013598,157.49169803951145,-238.28182716193396,-613.7532019380174,-863.2468700510519,1487.9814971594678,,,0
0.1093326,0,-49.90067567566393,294.7060925642836,-108.69677670660667,-1928.91087865507,590.4944581682207,1224.7289979743432,-280.58249602747605,177.14115652779037,-483.6863343787097,741.9790027270114,1577.423250963066,674.1313195463326,-608.6956005198019,498.55840145636785,,,0
0.1171451,0,1406.060750105536,-243.8195422013664,-1499.0172723120568,-1595.6416525808202,772.9304933245207,-1673.027532787407,620.4430166678239,1453.0386174652904,-800.8657777381097,1381.6584460864115,-291.935635755734,-1535.3558020357173,-1088.3110180003018,-410.15961612173214,,,0
0.1248343,0,550.355671980536,-1437.2170031388664,-1751.3249505347067,1686.47367334693,-1261.8131590192793,887.1647889899432,-1950.262046198376,-707.4101130034596,592.5957701134903,344.67114139891146,224.08999900991603,915.4135461088326,48.291582097348055,-1536.8262420983322,,,0
0.1326468,0,1699.778767683686,496.3086316267836,1838.0981451683933,1335.5122475656299,-1929.1208677594793,652.7416932868432,-1025.582496027476,-1423.7562433745597,-1704.7119691443597,73.90209843011144,1229.666903306766,389.58005001508263,-733.9520702463519,1401.7634795813678,,,0
0.1404593,0,-1992.593043229414,1730.4753796736336,1599.1879889183933,1523.58915186253,-473.6721678083293,-394.6301328850568,677.302147527224,-1275.7434259917595,1562.5315611290903,841.9790027270114,-1784.563901136584,-1287.1506628755174,-1820.8110180003018,1733.9429229407679,,,0
0.1482718,0,-1777.336619279214,834.8984753767836,742.5852057152933,-1663.2057394948702,1490.6226319963707,932.6135194586932,-1164.1081918282762,-525.5511042144096,481.1853697228403,-656.7390148510885,242.93619041616603,1934.2594933744826,-950.1699657542019,-224.39032901238215,,,0
0.1561952,0,1861.509480574336,-1958.4990771134665,-454.33776791750665,-1305.64162206327,-2032.0054884259794,-930.2070371819568,-400.77487883997605,1374.2566350434404,1427.2752134728403,1466.1455066332614,-1106.9356967908839,-58.68911502396736,-1526.964887629202,1248.1096709876178,,,0
0.1640077,0,-1728.618693253814,-315.9991076310664,-149.14550717530665,631.0249428781299,1751.1995362932207,-2062.0659849358567,-2070.518451075076,916.1797307465404,305.4802915978403,1338.1970203051114,-917.640835951034,706.5031457181826,-83.11869622295194,872.2764190344678,,,0
0.1718202,0,-1808.8109845135639,-2083.0503533204665,-167.15832455815666,-1804.5519003835702,-358.6080808942793,-228.2839414788068,-264.74924407437607,1811.8848088715404,-479.1991517615097,-1838.5338756909387,1880.115633775566,1105.4775109525826,-255.04179192605193,1472.5327666907679,,,0
0.1796327,0,1469.842976668036,1263.4241101423836,126.49560610589333,-586.1545004812201,-391.2362547223793,423.5109803961932,1570.122704167824,-602.3460260894096,1247.2752134728403,-1968.2774593701386,-616.679288099434,1066.8237023588326,-308.7596874338519,-2032.916009554382,,,0
0.1873561,0,-265.99051942566393,-2037.4093287309165,-1005.3634026831567,800.4480385812799,-46.04387190987927,1514.9853456305432,1909.609764714724,824.1924260590404,-1024.6478822303097,1343.8378894457614,-1536.743375013534,-1597.6634802583674,419.4453906911481,-669.4544159264321,,,0
0.1951686,0,-1543.362284562414,1042.0779187361336,522.3288580590433,1548.26859522193,577.2893800432207,-121.23267194755681,1239.930321355324,1028.7436955902904,-1435.8657777381097,854.7353503832614,1595.948885728666,-761.4455847505174,151.04792975364808,2010.2893584876178,,,0
0.2029811,0,1209.073689558686,526.7573620954836,1363.3544928246934,-1865.2570242849201,-946.3003416364293,1901.2033632086932,-1656.479987482576,684.7693303559404,320.8008482384903,-2015.5210506787384,1769.025790025566,-605.2275671724174,-1659.464887629202,554.0710967688678,,,0
0.2107936,0,-1745.093058488164,-745.8708117326164,-946.0043938941067,-1974.1672873464702,851.4561280901207,-816.1044981194568,-580.8389657540761,-40.87153878470963,144.51886581659028,-1612.8928539624385,500.371981431766,968.3620324369826,571.496660222348,1209.7764190344678,,,0
0.2184406,0,195.03511533993606,845.4111706892836,-1828.4403374976066,407.3071694406299,-1396.3003416364293,1160.3059022711932,-219.62107024622605,1845.7949651215404,-2008.3016984534097,1316.8508288989115,1955.692538072416,-2025.2275976900173,-37.09306145730193,1321.8276885657679,,,0
0.2262531,0,-270.28531923036394,-785.4222033341664,-875.2352288550067,-753.5904135671701,-756.8131590192793,-1348.6685239983567,0.5072256522239513,-613.9485651519096,692.2110044884903,1585.3764636645114,-1292.704922865084,-1213.4968542818174,-1737.221296320602,534.2634795813678,,,0
0.2340656,0,-1776.439188859264,-1050.6785509904164,-771.7736810034567,-275.3211264577701,-647.4541502301793,-390.6557676506568,-349.94150481657607,-51.12813058155962,-1823.6863038611598,-1079.2390148510885,-1368.153653333834,929.7724328275826,1398.483964909848,1894.5198272376178,,,0
0.2418781,0,-1790.477671525314,-223.4350207170164,-1167.2224114722067,-956.9236655202701,-177.32597640207928,-2047.3864958001068,2001.661278386574,877.2693303559404,159.58283066034028,700.3122546801114,1839.089999009916,402.78512814008263,1958.740312566148,351.05840145636785,,,0
0.2496722,0,-82.46488466006394,1333.8086316267836,-1741.7736810034567,1378.26859522193,-15.403002769279283,1056.0109803961932,1179.481590886574,-883.4998346831596,-515.9939515662097,1177.1071765551114,1011.141268541166,982.1442589994826,-410.0417919260519,-523.6852508873822,,,0
0.2574847,0,-686.503336808514,1726.9497449079836,66.04687563719335,2086.47391748753,-191.87724593332928,474.4724061774432,-1477.313330988426,1060.5386174652904,995.8008482384903,-1817.7005321850886,255.37198143176602,403.93918087448264,1287.778642644248,-95.67243350458216,,,0
0.2652972,0,-347.65714540226395,1037.1418835798836,-901.6455071753066,-307.5647788015201,1990.6865968401207,893.5749452399432,977.4942861990739,-86.76912179250962,-918.5581605506097,793.9020984301114,1148.577059556766,18.233858608832634,-965.4905223948019,-1595.6083160729322,,,0
0.2731097,0,-1571.3751019452138,1704.9624402204836,5.469971340293341,-1998.01344060572,-1241.0439329450292,-1268.7326719475568,1382.045555730324,-1289.2690607573595,-495.8016908240097,-1963.9184887280885,1714.987459947416,-773.3044714693174,1547.137773503648,-1873.492929110032,,,0
0.2810466,0,-1621.439188859264,-302.5375597795164,913.4187018090433,1047.05057764378,485.1739015276207,1544.3442323493432,1355.443016667824,1876.8848088715404,-1710.0324647498096,-581.6749279370385,1867.551424791166,1190.9904504056826,-475.87516594950193,-631.5698944420822,,,0
0.2888591,0,73.81709776183607,1739.7060925642836,-1385.6838982886065,1668.26859522193,-972.6465330426793,-1298.5403501702067,-1979.2363961739761,-2090.10240044851,-513.0453431678097,-19.94409297608854,-79.94845313853398,1181.1186242338326,1461.432451237998,1432.4045928626178,,,0
