Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,6933.8461914062,1813.7178955078,5165.5126953125,1944.3590087891,5419.3588867188,3475.1281738281,1686.2821044922,7433.8461914062,921.0256347656,877.9487304688,603.2051391602,7828.3334960938,4814.6152343750,347.3076782227,,,0
0.0078125000,0,6064.4873046875,1602.0512695312,6524.6152343750,7045.3847656250,2560.7692871094,7068.5898437500,209.1025543213,5931.5385742188,6195.0000000000,7066.5385742188,1528.0769042969,6130.0000000000,1371.4102783203,3121.0256347656,,,0
0.0156250000,0,4374.6152343750,2337.8205566406,1659.3590087891,7998.4614257812,5212.6923828125,1965.3846435547,8292.4355468750,701.5384521484,2403.3332519531,5044.8715820312,1429.8718261719,5686.4101562500,174.4871673584,7120.0000000000,,,0
0.0234375000,0,4108.9741210938,5312.4360351562,2571.5385742188,3631.4101562500,1091.0256347656,2378.4614257812,2813.2050781250,3795.6411132812,4534.4873046875,6121.0258789062,2574.3588867188,5707.8203125000,2064.2307128906,3913.2050781250,,,0
0.0310204000,0,7795.2563476562,5375.6411132812,4785.7690429688,5856.1538085938,2086.6667480469,3663.4614257812,3624.1025390625,3591.5385742188,4798.3334960938,5645.5126953125,6082.1796875000,5256.6665039062,6115.6411132812,2123.7180175781,,,0
0.0388329000,0,5973.5898437500,2984.1025390625,7431.6665039062,7772.9487304688,1202.8205566406,1288.2050781250,7834.1025390625,1052.9487304688,427.5640869141,5491.2822265625,7970.2563476562,4104.2309570312,4736.6665039062,463.7179260254,,,0
0.0466454000,0,426.1538391113,7850.6411132812,4924.3588867188,5344.2309570312,1929.2307128906,5251.1538085938,3767.3076171875,7222.8203125000,5854.1025390625,5413.2050781250,6377.9487304688,4844.1025390625,1070.3846435547,2793.8461914062,,,0
0.0544579000,0,6680.0000000000,5556.6665039062,1060.8974609375,2462.4357910156,6070.3847656250,4150.3847656250,5160.0000000000,7103.4614257812,5197.6923828125,543.2051391602,1700.3846435547,2304.4870605469,276.7948608398,5789.8715820312,,,0
0.0623869000,0,6989.4873046875,2252.1794433594,3535.6411132812,1366.6666259766,5951.9228515625,2187.0512695312,5618.5898437500,5676.1538085938,6292.8203125000,3696.6667480469,389.7435913086,6796.6665039062,6767.5639648438,3086.7949218750,,,0
0.0701994000,0,4123.2050781250,2274.1025390625,4860.2563476562,7126.2822265625,6887.0512695312,1673.7178955078,3391.7949218750,7359.4873046875,7064.7436523438,4711.7949218750,8303.8457031250,4793.5898437500,3408.5898437500,2835.1281738281,,,0
0.0780119000,0,435.1282043457,3206.1538085938,3584.7436523438,7989.2309570312,7990.7690429688,5202.8203125000,3345.5129394531,4677.0512695312,3405.1281738281,4033.8461914062,2309.7436523438,3314.6154785156,6023.8461914062,6772.5639648438,,,0
0.0858244000,0,988.4615478516,3445.1281738281,5388.8461914062,652.1795043945,5924.2309570312,2273.4614257812,5658.5898437500,2270.3845214844,1809.6153564453,916.7948608398,7518.3334960938,5129.7436523438,4328.3334960938,6219.8715820312,,,0
0.0936728000,0,8058.4614257812,7590.3847656250,5686.4101562500,8065.3847656250,1282.0512695312,2817.9487304688,6062.6923828125,3612.4357910156,1071.7949218750,573.0769042969,5458.5898437500,1935.0000000000,7556.9228515625,5202.4360351562,,,0
