Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,4246.4101562500,1224.3590087891,7241.1538085938,6580.2563476562,2620.8974609375,7811.7949218750,3567.8205566406,8016.9228515625,7143.3334960938,3584.7436523438,2323.7180175781,3886.7949218750,2342.4357910156,5359.1025390625,,,0
0.0078125000,0,4723.4614257812,7024.2309570312,4128.9741210938,6771.1538085938,8090.3847656250,3341.2819824219,6492.9487304688,4448.0771484375,1746.5384521484,6979.4873046875,7230.6411132812,194.2307586670,1392.4359130859,6588.7177734375,,,0
0.0156250000,0,2093.7180175781,8103.3334960938,5299.4873046875,3622.6923828125,5815.7690429688,3809.7436523438,5554.4873046875,1604.2307128906,6097.1796875000,7267.1796875000,225.5128173828,8270.2568359375,7658.3334960938,3455.8974609375,,,0
0.0234375000,0,5995.5126953125,3711.5385742188,5390.2563476562,6635.8974609375,4446.9228515625,1837.4359130859,3991.4101562500,1531.9230957031,7279.7436523438,2728.7180175781,3850.8974609375,2561.4101562500,4192.4360351562,2443.3332519531,,,0
0.0312069000,0,7641.9228515625,3304.3588867188,4951.9228515625,2423.3332519531,5017.1796875000,7894.6152343750,6730.7690429688,2864.7436523438,2872.1794433594,863.0769042969,2774.6154785156,498.9743652344,6661.1538085938,494.2307739258,,,0
0.0390194000,0,3551.2819824219,3742.1794433594,4500.6411132812,1613.7178955078,6447.3076171875,2093.3332519531,4717.4360351562,3182.6923828125,1534.2307128906,206.7948608398,3744.3588867188,3030.5129394531,479.4871826172,2241.7949218750,,,0
0.0468319000,0,3140.6411132812,8277.0517578125,2788.9743652344,478.0769042969,5086.7949218750,371.4102478027,7546.2822265625,5018.5898437500,5188.8461914062,1094.4871826172,8119.8715820312,6122.3076171875,505.5128173828,4876.6665039062,,,0
0.0546444000,0,356.0256347656,5888.0771484375,1485.2563476562,5420.6411132812,4036.7949218750,1660.5128173828,2138.9743652344,6384.4873046875,445.5128173828,305.2564086914,204.1025543213,3743.0769042969,3320.1281738281,8255.5126953125,,,0
0.0624874000,0,3268.7180175781,510.6410217285,1681.9230957031,1776.9230957031,5217.1796875000,1991.9230957031,4345.0000000000,5682.6923828125,3985.7692871094,4669.7436523438,7496.2822265625,766.2820434570,4201.6665039062,1664.8718261719,,,0
0.0702999000,0,2717.1794433594,1232.9487304688,1405.2563476562,7328.7177734375,6907.8203125000,6367.3076171875,1564.1025390625,5293.0771484375,2681.5385742188,287.9486999512,4315.1284179688,1953.3333740234,7673.2050781250,5710.0000000000,,,0
0.0781124000,0,6258.4614257812,5593.8461914062,6017.6923828125,8060.3847656250,4766.6665039062,3065.6411132812,6952.3076171875,6257.5639648438,4779.7436523438,3696.0256347656,3314.2307128906,2714.8718261719,4265.0000000000,6052.1796875000,,,0
0.0859249000,0,3940.8974609375,8313.4619140625,3608.7180175781,4783.7177734375,3431.6667480469,4875.6411132812,3412.5642089844,3679.8718261719,3305.3845214844,2392.4357910156,4669.2309570312,5771.7949218750,5027.6923828125,7093.2050781250,,,0
0.0936582000,0,6694.8715820312,4270.6411132812,1953.0769042969,1631.4102783203,147.3076782227,164.6153717041,7248.2050781250,2596.7949218750,6358.5898437500,4786.4101562500,3049.7436523438,6633.4614257812,2514.1025390625,7344.6152343750,,,0
0.1014707000,0,7725.7690429688,6494.2309570312,4645.1284179688,4277.1796875000,7978.2050781250,7195.5126953125,2361.9230957031,6844.6152343750,3521.7949218750,2212.6923828125,5193.4614257812,5508.3334960938,4187.9487304688,6307.0512695312,,,0
0.1092832000,0,8207.9482421875,2401.6667480469,1213.8461914062,1356.0256347656,3911.7949218750,3807.1794433594,4494.6152343750,2761.2819824219,6635.0000000000,1907.9487304688,6248.0771484375,6325.3847656250,2648.8461914062,3714.1025390625,,,0
0.1170957000,0,5359.1025390625,2963.3332519531,2517.3076171875,3925.0000000000,1717.4359130859,6921.4101562500,8242.6923828125,2383.0769042969,2336.2819824219,6341.4101562500,2068.7180175781,632.5640869141,5860.6411132812,5340.2563476562,,,0
0.1250327000,0,3588.0769042969,2659.1025390625,7064.1025390625,7149.2309570312,4700.6411132812,2640.7692871094,1803.5897216797,8102.6923828125,3814.8718261719,665.8973999023,2869.4870605469,1218.9743652344,4929.3588867188,75.1281967163,,,0
0.1328452000,0,5476.0258789062,4991.9228515625,4081.0256347656,5383.2050781250,1385.2563476562,7127.9487304688,1026.5384521484,1822.4359130859,7728.8461914062,6875.3847656250,4411.4101562500,7852.5639648438,4160.0000000000,1276.2821044922,,,0
0.1406577000,0,2639.2307128906,7671.1538085938,8243.3330078125,1670.1281738281,4829.6152343750,3468.7180175781,3083.4614257812,2651.7949218750,7752.8203125000,3033.2050781250,8102.9487304688,5326.9228515625,5986.2822265625,3741.0256347656,,,0
0.1484702000,0,6841.1538085938,3957.0512695312,6143.2050781250,4883.4614257812,4342.8203125000,3423.8461914062,6275.3847656250,4979.8715820312,3428.7180175781,4615.7690429688,8167.0512695312,1346.1538085938,6016.5385742188,1526.7949218750,,,0
0.1561822000,0,3298.7180175781,262.8204956055,1610.3846435547,3541.2819824219,712.9487304688,3326.7949218750,8368.7177734375,8247.6923828125,5585.7690429688,3972.5642089844,126.2820434570,7351.6665039062,7249.3588867188,1400.0000000000,,,0
0.1639947000,0,2246.6667480469,5386.4101562500,4268.0771484375,3932.6923828125,3983.9743652344,360.6410217285,5258.5898437500,7418.2050781250,216.7948608398,5870.2563476562,1075.7691650391,6131.2822265625,5806.0258789062,4273.9741210938,,,0
0.1718072000,0,5856.7949218750,1934.1025390625,7076.0258789062,3665.2563476562,4966.7949218750,672.0512695312,692.0512695312,5922.1796875000,4512.0512695312,6345.2563476562,7430.7690429688,5886.5385742188,5966.5385742188,930.7692260742,,,0
0.1796197000,0,3432.4357910156,5222.4360351562,7902.6923828125,1963.0769042969,3853.0769042969,495.2564086914,4560.6411132812,3078.3332519531,7638.9746093750,4201.5385742188,5617.8203125000,2695.3845214844,975.8973999023,3830.6411132812,,,0
0.1875612000,0,255.2564086914,2575.1281738281,7649.2309570312,396.1538391113,699.6153564453,6968.3334960938,4194.1025390625,7347.5639648438,922.5640869141,3356.6667480469,3513.3332519531,2028.5897216797,196.2820434570,1267.0512695312,,,0
0.1953737000,0,6397.5639648438,1634.8718261719,797.0512695312,7236.2822265625,7909.3588867188,3321.0256347656,4136.5385742188,6634.1025390625,7453.3334960938,7307.1796875000,5049.3588867188,227.4358825684,5677.0512695312,6118.0771484375,,,0
0.2031862000,0,2566.1538085938,4030.3845214844,7797.8203125000,4379.7436523438,740.3845825195,1782.4359130859,3243.0769042969,5555.3847656250,4930.8974609375,4971.6665039062,2017.0512695312,1732.4359130859,2546.0256347656,3234.8718261719,,,0
0.2109987000,0,1186.0256347656,2378.5898437500,7278.5898437500,1219.7435302734,5631.4101562500,1702.5640869141,5858.2050781250,560.2564086914,5323.0771484375,986.2820434570,5564.3588867188,7603.2050781250,5467.4360351562,1690.8974609375,,,0
0.2187651000,0,5870.6411132812,2790.0000000000,8142.9487304688,1451.7949218750,1768.9743652344,5012.9487304688,4934.8715820312,4218.5898437500,2334.4870605469,4503.8461914062,4378.9741210938,1104.6153564453,2532.9487304688,4291.0258789062,,,0
0.2265776000,0,2691.1538085938,589.1025390625,509.8717956543,203.0769195557,887.1795043945,6432.9487304688,3692.9487304688,5132.3076171875,3529.3588867188,5591.2822265625,1979.8718261719,2983.3332519531,6078.0771484375,482.5640869141,,,0
0.2343901000,0,645.0000000000,8383.3330078125,5459.8715820312,7513.8461914062,7069.7436523438,5798.2050781250,5575.8974609375,6416.7949218750,560.2564086914,2324.6154785156,7181.0258789062,6632.4360351562,3475.0000000000,6869.1025390625,,,0
0.2422026000,0,7230.0000000000,5869.6152343750,4529.1025390625,2815.6411132812,1693.3333740234,3120.7692871094,2236.1538085938,288.2051086426,4794.3588867188,4488.9741210938,1702.5640869141,1361.9230957031,8023.7177734375,3576.1538085938,,,0
