Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,3810.2563476562,1206.6666259766,5203.4614257812,2782.3076171875,3925.0000000000,6380.2563476562,477.9486999512,2414.4870605469,2599.8718261719,4050.2563476562,8205.6406250000,2534.6154785156,5491.9228515625,5014.8715820312,,,0
0.0078125000,0,7809.4873046875,548.0769042969,4493.2050781250,775.8973999023,5692.6923828125,5427.4360351562,1745.0000000000,4714.2309570312,667.3076782227,8137.6923828125,1625.7691650391,7324.4873046875,8257.0517578125,5434.6152343750,,,0
0.0156250000,0,41.4102478027,570.7692260742,6430.6411132812,7637.9487304688,5130.0000000000,6109.2309570312,5868.7177734375,7304.3588867188,76.0256347656,1803.3333740234,7781.7949218750,2241.9230957031,2168.3332519531,1546.2821044922,,,0
0.0234375000,0,3896.7949218750,5545.6411132812,1707.4359130859,7444.4873046875,727.3076782227,1914.2307128906,7488.4614257812,4298.4614257812,3323.4614257812,7648.8461914062,2445.6411132812,4476.7949218750,1912.8205566406,5609.7436523438,,,0
0.0313403000,0,3786.2819824219,4274.1025390625,4570.3847656250,361.9230651855,3204.8718261719,3135.8974609375,5368.2050781250,4639.7436523438,2561.5385742188,5562.5639648438,2555.2563476562,6372.1796875000,2375.0000000000,5191.6665039062,,,0
0.0391528000,0,987.6923217773,4967.6923828125,5203.7177734375,8124.4873046875,142.0512695312,5824.6152343750,1700.7691650391,4452.1796875000,1732.9487304688,7130.1284179688,3928.9743652344,6121.5385742188,3622.4357910156,2364.3588867188,,,0
0.0469653000,0,7755.3847656250,4796.9228515625,4342.8203125000,3656.7949218750,7281.6665039062,7841.5385742188,6706.6665039062,7859.8715820312,3544.2307128906,5680.8974609375,1759.1025390625,2976.6667480469,5684.8715820312,2104.6154785156,,,0
0.0547778000,0,2943.9743652344,276.1538391113,1047.4359130859,5604.8715820312,7379.6152343750,2660.8974609375,3455.6411132812,8185.0000000000,3653.3332519531,959.7435913086,1339.1025390625,7761.5385742188,5630.7690429688,2712.1794433594,,,0
0.0627513000,0,2898.8461914062,1031.0256347656,7368.5898437500,3311.9230957031,1699.4871826172,8213.9746093750,3891.0256347656,4084.3588867188,6432.0512695312,4148.8461914062,4180.0000000000,4392.6923828125,5998.8461914062,3463.8461914062,,,0
0.0705638000,0,3209.4870605469,2257.0512695312,2526.0256347656,2851.1538085938,1297.1794433594,1575.1281738281,7069.7436523438,6086.4101562500,4850.1284179688,4164.8715820312,4348.8461914062,6738.8461914062,7982.5639648438,4907.0512695312,,,0
0.0783763000,0,1920.2563476562,196.0256347656,7474.2309570312,7237.5639648438,3366.7949218750,4690.7690429688,7217.0512695312,4302.5639648438,5255.2563476562,620.8973999023,1562.3077392578,2243.8461914062,947.3076782227,8304.7431640625,,,0
0.0861888000,0,633.5897216797,2763.4614257812,4165.7690429688,257.4358825684,722.5640869141,6077.8203125000,6441.5385742188,166.9230651855,2852.1794433594,7264.7436523438,124.2307586670,1903.7178955078,635.8973999023,5782.5639648438,,,0
