Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0,0,-1242.1209887539057,531.7044319556353,243.22197258435017,690.0708290266452,-1386.8935684214016,1704.6261678514325,-1356.696868290517,1634.9423259815167,1252.6180636833183,-1654.5670126788223,-348.32121904679116,712.1317708567349,-1932.366646329234,-2044.3365951665446,,,0
0.0078125,0,269.9944287265944,716.7686409400353,1781.1064940687502,784.3657509016452,-1062.7910293589016,-107.10454503916753,1734.905792842283,1801.4166912159167,1871.7206027458183,-750.9772299639724,-320.8853059608912,1415.4010579660849,995.133429964716,-335.87508164729456,,,0
0.015625,0,472.81498536719437,-1318.6160636498148,-1274.2140015367,841.8657509016452,-1447.4705337534015,1978.1518026170825,531.7007147172831,1511.4809002002667,785.6307589958183,287.4843178875776,-76.65459307024116,-377.99628090111514,-1010.443596402484,-336.64424668634456,,,0
0.0234375,0,1847.8149853671944,-816.8852897240647,145.01689445935017,-890.9548057390048,251.95262298489843,-1286.2070841016675,-1088.299407353017,-1073.4550128856833,-1963.2794277717817,-1885.4644430987723,-1661.0135713417412,-754.3424723073651,-658.648674527484,1725.9839271418055,,,0
0.0312745,0,324.22514161719437,-295.6673942162647,-2114.6627157929997,79.81448137034522,1011.6320663442484,1299.8185506639325,810.2263494829331,1136.0961345752667,-941.8691189338817,-1846.0413779132223,-1949.0263887245412,-1761.457889787815,1377.633429964716,-402.54170762384456,,,0
0.039087,0,-1273.6594409023555,238.6917366431353,-500.4960449937498,793.5324989484952,1650.7346054067484,312.5748983202325,1525.803253779783,2033.8524822315167,333.25893282391826,1158.5099526532276,219.69147626570884,1384.5035970285849,-2064.994854966484,-372.60579453789455,,,0
0.0468995,0,993.4558545077944,-575.6031852318647,1185.4014159437502,1258.9809852766452,421.6962753285984,-315.95061437511754,363.3672186235831,-1269.0960651317832,1307.8102023552183,-1709.2464865557724,1918.4737028282088,-1491.5219767018652,261.992316683466,-887.9904380925946,,,0
0.054712,0,1269.3533154452944,304.8455452368853,-643.6370362046998,1471.0964637922452,1410.9909530629984,-1578.3865274610675,1540.803253779783,1861.5448650440167,65.63075899581827,1550.1124917157276,1428.7940153282088,1597.5165364817349,-1739.610252896634,-855.7469078191446,,,0
0.0623871,0,-602.4414843593556,-432.6545768334147,2037.6450682875002,1652.9553505109952,-39.842298890101574,1953.6647420702325,333.9441229204331,1101.4809002002667,1009.7332980583183,612.7406655438276,-1680.2443452675411,-293.70148109641514,2089.877082308466,-2010.2340294011947,,,0
0.0701996,0,-594.4927538906056,1467.0889534400353,123.54252922500018,-1771.3394187761048,-1229.6499771128015,1463.4723592577325,-845.4788507123669,2055.5834392627667,1312.3617160270683,845.5612221844276,1392.6402067344088,1363.7985189035849,1305.710334261616,-717.6698814519946,,,0
0.0780121,0,-1069.7492236172056,868.4351448462353,-1168.5088623765498,-822.4932578874548,989.3884140004984,1691.7416463670825,-1992.0173562665668,-941.2114826122333,308.9000461052183,1513.4457436688276,-339.7314973671412,955.4652669504349,1755.325568636616,201.24027479800543,,,0
0.0858246,0,2034.5459423984444,1916.1917366431353,-553.3166016343498,865.5195594953452,967.5295272817484,-214.54033605476752,1929.264679561083,1182.3141521534167,-1236.6127712776317,-1515.0157431475723,2055.717111031309,1994.7599446848349,-1156.7897267735839,-2073.5032631047948,,,0
0.0937067,0,860.6995068515944,1894.9095100806353,400.6577636000002,119.04519426099523,-1800.0346206674517,-660.4377969922675,24.969757686083085,-552.3652912059833,-572.6384060432317,-1974.3746909014724,1049.8198942344088,-1757.0989115163152,2010.197394808466,-1097.1571251042947,,,0
0.1015192,0,1672.3662548984444,1208.0506233618853,-1958.316555858,1389.4297157453452,1660.6706405629984,1002.0622030077325,-281.3122247358169,144.04486504401666,-1492.6384060432317,171.33050929382762,-1429.5391755897913,58.15740562233486,649.812873324116,-253.50325547539455,,,0
0.1093317,0,-1280.1978930507557,-2053.2314429833145,-665.6242188218498,-1613.6470969987547,1864.5807968129984,-2021.5275797071176,1705.867218623583,-1730.6345172801834,901.2718722770683,1699.9201089032276,-91.71867998429116,932.0035970285849,1938.017951449116,1136.7532142511554,,,0
0.1171442,0,1554.9302197421944,-1707.4622245385146,1712.1963378187502,861.8657509016452,501.8244491567484,-374.34807531261754,1124.392853389183,937.6989177784167,-2099.817887549582,-1465.3362387530724,-139.47514971089117,-1691.1373636647652,-929.802605191534,1415.5351966730054,,,0
0.1250629,0,1554.0969677890944,473.0506233618853,-1810.1114319566498,-2071.3394130540546,1102.4013534535984,360.20331628893246,-645.4788507123669,-1509.1601520458335,-1649.6255886604317,-1076.8746909014724,1731.9993375938088,-2056.009166948465,2110.518195589716,-1652.2212120183945,,,0
0.1328754,0,-1474.6209887539057,-460.5390983178147,-409.9191406968498,1536.3528114484952,1202.0165878285984,468.21601160143246,1104.905792842283,666.6732830127667,-1269.8819973518316,1277.7406655438276,84.81989423440882,781.8114583567349,854.171760042816,-86.83662949884456,,,0
0.1406879,0,-651.8004931484056,1645.1661018775353,1680.4653807875002,-1120.3137534929047,367.0165878285984,-1147.1044840040176,-1288.0429986616168,-76.91656073723334,-1991.3563473274316,697.3561440594276,-525.6930452186912,111.74724937233486,1653.466681917816,1937.0737708918055,,,0
0.1485004,0,1913.9687939609444,-1532.0135245873148,-1891.9704102281498,681.1606727766452,-2074.6500019083014,1402.0622030077325,-2026.8891519208669,1967.7628826221166,-1814.4973843147318,925.4330483563276,453.79401532820884,1121.1061360910849,-1067.110222379034,-940.4904380925946,,,0
0.1561402,0,1820.1868115390944,-2056.564778859815,1912.7090331312502,833.9809852766452,168.6191268910984,-585.0531534376175,-1361.055816044417,1017.8270916065167,1892.9386203239183,777.9970132000776,736.3582243125588,1881.2985189035849,-274.674309293084,-1404.1443077214944,,,0
0.1639527,0,-67.12092771875564,112.66610187753531,1247.0039550062502,1485.9682899641452,-449.3294815073016,1711.4210897264325,125.67483581108308,-272.49346503408333,-1840.5230190803318,853.7663003094276,-168.96233232809118,1497.9652669504349,-1950.187164822884,658.9966224543055,,,0
0.1717652,0,-715.1337451015556,-1997.6545234276648,1508.0937987562502,-1329.6727622819549,515.3500839223984,1834.0492635545825,-798.8763116498669,-479.54473456538335,-1062.5102322151317,-112.77215183897238,446.7427457969088,-1857.6758463307651,-1507.623039761834,1213.4839271418055,,,0
0.1795777,0,1898.6482373202944,264.2044319556353,1525.8501464125002,1455.3913856672452,-170.16285553075159,-1607.2968057813675,-24.517302860816926,-2047.9422183910333,-2081.869172339632,1270.0482827313276,-1318.1289583046412,-830.6886637136151,1968.082160433466,-2006.3237739690446,,,0
