Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,4203.0771484375,4218.7177734375,4214.1025390625,4218.2050781250,4270.6411132812,4231.4101562500,4228.3334960938,4229.3588867188,4214.2309570312,4213.0771484375,4219.6152343750,4213.8461914062,4214.6152343750,4232.1796875000,,,0
0.0078125000,0,4205.6411132812,4220.8974609375,4214.8715820312,4217.9487304688,4267.9487304688,4230.3847656250,4229.2309570312,4233.7177734375,4220.8974609375,4223.2050781250,4229.6152343750,4221.6665039062,4225.1284179688,4233.5898437500,,,0
0.0156250000,0,4213.5898437500,4221.1538085938,4213.3334960938,4218.0771484375,4267.5639648438,4224.6152343750,4231.9228515625,4242.6923828125,4229.7436523438,4231.9228515625,4232.3076171875,4225.7690429688,4232.9487304688,4237.6923828125,,,0
0.0234375000,0,4216.6665039062,4218.0771484375,4221.4101562500,4217.1796875000,4264.4873046875,4221.4101562500,4232.0512695312,4248.4614257812,4231.9228515625,4230.8974609375,4231.4101562500,4232.0512695312,4232.5639648438,4247.0512695312,,,0
0.0307809000,0,4224.4873046875,4221.9228515625,4233.2050781250,4218.4614257812,4263.9741210938,4228.3334960938,4231.7949218750,4249.3588867188,4232.9487304688,4234.1025390625,4236.0258789062,4241.4101562500,4233.5898437500,4256.5385742188,,,0
0.0385934000,0,4230.3847656250,4228.0771484375,4234.2309570312,4223.5898437500,4266.7949218750,4231.0258789062,4231.6665039062,4249.2309570312,4233.2050781250,4235.5126953125,4235.8974609375,4240.2563476562,4235.3847656250,4255.2563476562,,,0
0.0464059000,0,4223.8461914062,4222.9487304688,4231.6665039062,4224.4873046875,4265.1284179688,4227.0512695312,4229.4873046875,4249.4873046875,4230.7690429688,4231.7949218750,4233.0771484375,4233.5898437500,4233.3334960938,4249.8715820312,,,0
0.0542184000,0,4218.8461914062,4218.7177734375,4230.2563476562,4220.0000000000,4262.4360351562,4225.2563476562,4228.0771484375,4247.0512695312,4229.7436523438,4230.0000000000,4232.9487304688,4231.2822265625,4230.1284179688,4248.9741210938,,,0
0.0626802000,0,4218.8461914062,4223.8461914062,4228.9741210938,4218.7177734375,4264.4873046875,4224.1025390625,4230.3847656250,4244.3588867188,4228.3334960938,4231.6665039062,4233.9741210938,4232.0512695312,4231.7949218750,4248.9741210938,,,0
0.0704927000,0,4215.2563476562,4222.9487304688,4227.3076171875,4219.7436523438,4265.3847656250,4225.8974609375,4233.3334960938,4245.1284179688,4227.9487304688,4233.9741210938,4234.7436523438,4227.9487304688,4235.0000000000,4247.9487304688,,,0
0.0783052000,0,4214.2309570312,4218.2050781250,4223.3334960938,4217.8203125000,4263.0771484375,4226.5385742188,4233.0771484375,4242.6923828125,4229.3588867188,4231.4101562500,4232.4360351562,4219.3588867188,4233.9741210938,4241.5385742188,,,0
0.0861177000,0,4213.5898437500,4223.3334960938,4218.2050781250,4216.4101562500,4261.2822265625,4221.1538085938,4230.6411132812,4234.1025390625,4227.0512695312,4227.0512695312,4229.8715820312,4216.6665039062,4229.7436523438,4233.4614257812,,,0
