Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,4214.6152343750,4216.2822265625,4195.7690429688,4222.5639648438,4227.0512695312,4230.2563476562,4233.8461914062,4213.7177734375,4218.3334960938,4220.0000000000,4212.9487304688,4183.4614257812,4215.8974609375,4225.2563476562,,,0
0.0078125000,0,4212.3076171875,4215.7690429688,4199.4873046875,4225.2563476562,4227.1796875000,4228.8461914062,4234.3588867188,4216.2822265625,4228.0771484375,4225.0000000000,4217.6923828125,4209.6152343750,4218.5898437500,4226.0258789062,,,0
0.0156250000,0,4214.2309570312,4218.9741210938,4203.9741210938,4230.7690429688,4232.0512695312,4231.0258789062,4233.3334960938,4228.3334960938,4234.2309570312,4232.9487304688,4220.2563476562,4210.3847656250,4223.9741210938,4230.6411132812,,,0
0.0234375000,0,4215.8974609375,4218.5898437500,4201.2822265625,4230.2563476562,4228.3334960938,4231.6665039062,4232.3076171875,4230.7690429688,4232.0512695312,4232.3076171875,4220.5126953125,4206.2822265625,4223.7177734375,4231.2822265625,,,0
0.0323815000,0,4215.0000000000,4214.6152343750,4200.3847656250,4228.0771484375,4221.1538085938,4231.7949218750,4225.7690429688,4220.2563476562,4231.2822265625,4230.3847656250,4221.4101562500,4211.0258789062,4222.3076171875,4228.2050781250,,,0
0.0401940000,0,4208.3334960938,4213.4614257812,4198.3334960938,4226.6665039062,4219.1025390625,4230.5126953125,4216.4101562500,4213.0771484375,4226.4101562500,4229.3588867188,4218.0771484375,4197.6923828125,4219.8715820312,4221.2822265625,,,0
0.0480065000,0,4201.6665039062,4215.0000000000,4194.2309570312,4223.9741210938,4218.0771484375,4228.8461914062,4211.4101562500,4215.8974609375,4220.1284179688,4224.2309570312,4217.1796875000,4185.1284179688,4215.7690429688,4215.0000000000,,,0
0.0558190000,0,4203.5898437500,4212.6923828125,4191.9228515625,4219.4873046875,4216.9228515625,4230.7690429688,4214.2309570312,4214.1025390625,4218.8461914062,4218.3334960938,4215.6411132812,4195.0000000000,4213.5898437500,4214.2309570312,,,0
0.0634481000,0,4204.8715820312,4210.5126953125,4188.4614257812,4221.7949218750,4217.8203125000,4230.8974609375,4219.3588867188,4210.6411132812,4214.4873046875,4214.6152343750,4207.3076171875,4191.4101562500,4212.9487304688,4215.2563476562,,,0
0.0712606000,0,4200.5126953125,4211.7949218750,4189.6152343750,4228.8461914062,4218.3334960938,4229.7436523438,4219.1025390625,4218.7177734375,4210.1284179688,4214.3588867188,4205.6411132812,4184.1025390625,4213.3334960938,4213.7177734375,,,0
0.0790731000,0,4205.7690429688,4214.7436523438,4198.3334960938,4231.2822265625,4221.1538085938,4230.8974609375,4223.5898437500,4233.4614257812,4218.5898437500,4220.8974609375,4213.2050781250,4190.2563476562,4215.5126953125,4213.9741210938,,,0
0.0868856000,0,4216.7949218750,4218.2050781250,4204.1025390625,4231.2822265625,4224.2309570312,4232.3076171875,4231.2822265625,4243.0771484375,4227.9487304688,4229.6152343750,4217.8203125000,4202.6923828125,4218.9741210938,4219.2309570312,,,0
0.0942920000,0,4219.2309570312,4219.7436523438,4208.3334960938,4232.5639648438,4222.8203125000,4232.3076171875,4225.3847656250,4241.4101562500,4223.5898437500,4229.8715820312,4219.6152343750,4211.0258789062,4221.4101562500,4221.6665039062,,,0
0.1021045000,0,4216.9228515625,4218.8461914062,4200.7690429688,4232.6923828125,4220.7690429688,4231.1538085938,4211.9228515625,4233.2050781250,4216.2822265625,4223.2050781250,4220.0000000000,4197.5639648438,4220.6411132812,4218.3334960938,,,0
0.1099170000,0,4214.2309570312,4215.3847656250,4185.0000000000,4228.7177734375,4220.7690429688,4232.4360351562,4210.0000000000,4228.8461914062,4213.5898437500,4216.7949218750,4215.0000000000,4178.9741210938,4215.5126953125,4213.7177734375,,,0
0.1177295000,0,4212.5639648438,4214.4873046875,4188.8461914062,4223.7177734375,4218.3334960938,4229.6152343750,4216.4101562500,4232.5639648438,4213.4614257812,4217.9487304688,4213.2050781250,4190.5126953125,4215.5126953125,4218.2050781250,,,0
