Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,6231.1538085938,6315.6411132812,3575.0000000000,7771.6665039062,2164.4870605469,3548.4614257812,2787.6923828125,3067.1794433594,6630.1284179688,4106.5385742188,3987.3076171875,3978.9743652344,1486.4102783203,3116.5385742188,,,0
0.0078125000,0,96.9230651855,2554.1025390625,5843.3334960938,7622.6923828125,418.0769042969,7034.7436523438,7971.9228515625,2675.3845214844,7793.7177734375,450.2564086914,271.5384521484,182.6923065186,1810.6409912109,8105.8974609375,,,0
0.0156250000,0,953.4615478516,3676.2819824219,2678.4614257812,621.2820434570,2884.6154785156,4778.8461914062,4910.1284179688,1802.8205566406,3610.8974609375,3897.5642089844,2676.7949218750,267.6922912598,5278.3334960938,1474.8718261719,,,0
0.0234375000,0,6748.0771484375,7988.3334960938,3040.2563476562,1983.0769042969,7856.2822265625,5863.4614257812,4853.5898437500,5353.2050781250,432.4358825684,2825.6411132812,4168.5898437500,370.5128173828,699.2307739258,628.4615478516,,,0
0.0312711000,0,4658.2050781250,6681.6665039062,8045.6411132812,8155.1284179688,6375.0000000000,5905.5126953125,5899.6152343750,2940.1281738281,2332.4357910156,3961.1538085938,1647.1794433594,5296.1538085938,4706.2822265625,5921.1538085938,,,0
0.0390836000,0,4292.6923828125,1548.5897216797,3104.2307128906,4063.9743652344,2420.6411132812,4850.0000000000,1551.4102783203,7014.6152343750,1657.9487304688,698.4615478516,358.3333129883,7418.2050781250,2083.3332519531,1585.8974609375,,,0
0.0468961000,0,8149.4873046875,1822.0512695312,541.4102783203,833.5897216797,3576.1538085938,4591.0258789062,1089.2307128906,5005.6411132812,7849.3588867188,5997.0512695312,7594.4873046875,7733.0771484375,1360.2563476562,1778.7178955078,,,0
0.0547086000,0,2493.2050781250,6608.4614257812,3563.0769042969,8370.6406250000,1357.5640869141,8387.3076171875,6900.7690429688,615.2564086914,1970.5128173828,51.0256309509,1211.2821044922,4297.4360351562,287.8204956055,8239.4873046875,,,0
0.0625172000,0,7688.5898437500,4839.3588867188,326.9230651855,2321.4101562500,2644.3588867188,2045.7692871094,3890.6411132812,3727.5642089844,3699.7436523438,1930.5128173828,2858.5898437500,979.3589477539,2782.5642089844,1458.8461914062,,,0
0.0703297000,0,2612.4357910156,958.4615478516,7259.2309570312,8076.9228515625,7496.5385742188,4132.3076171875,6132.3076171875,756.2820434570,4953.8461914062,1022.3076782227,1358.4615478516,1848.3333740234,3305.2563476562,1787.3077392578,,,0
0.0781422000,0,6719.6152343750,4548.9741210938,3180.2563476562,6773.0771484375,4219.8715820312,5815.1284179688,120.2564010620,6624.8715820312,832.5640869141,6642.5639648438,317.5640869141,328.5897216797,372.6922912598,3652.0512695312,,,0
0.0859547000,0,5317.4360351562,8357.1796875000,2314.6154785156,7913.9746093750,1917.9487304688,2245.0000000000,1740.2563476562,6212.8203125000,3592.0512695312,3793.9743652344,5437.0512695312,4672.0512695312,7739.2309570312,2900.2563476562,,,0
0.0937242000,0,4044.4870605469,6611.0258789062,1914.4871826172,3837.3076171875,7934.3588867188,1110.3846435547,7971.4101562500,3834.1025390625,811.1538085938,1248.5897216797,644.3589477539,997.6923217773,3581.9230957031,5595.7690429688,,,0
0.1015367000,0,416.0256347656,6223.2050781250,451.2820434570,8008.3334960938,13.4615297318,1595.7691650391,4661.0258789062,2423.0769042969,5544.7436523438,5105.1284179688,312.5640869141,2789.6154785156,3210.3845214844,2680.1281738281,,,0
0.1093492000,0,6235.8974609375,6779.4873046875,8120.7690429688,4961.5385742188,413.4615173340,3256.7949218750,3092.1794433594,4480.6411132812,6664.7436523438,5068.5898437500,7554.7436523438,6051.0258789062,7612.0512695312,7499.1025390625,,,0
0.1171617000,0,5056.6665039062,4903.5898437500,6555.0000000000,6991.9228515625,3397.0512695312,7074.4873046875,5869.3588867188,1455.1281738281,7649.8715820312,2165.1281738281,6295.6411132812,3195.3845214844,2908.9743652344,5212.0512695312,,,0
0.1251268000,0,4290.7690429688,8365.2568359375,3467.6923828125,7092.4360351562,4873.9741210938,2601.9230957031,3214.4870605469,205.7692260742,3677.1794433594,1990.7691650391,2290.2563476562,7284.8715820312,3339.4870605469,6811.5385742188,,,0
