Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,3992.6923828125,4008.9743652344,4007.5642089844,4005.0000000000,3996.6667480469,4001.0256347656,4004.2307128906,4250.5126953125,5340.5126953125,5241.6665039062,4579.1025390625,4046.6667480469,4036.5385742188,4385.0000000000,,,0
0.0078125000,0,3992.6923828125,4009.6154785156,4006.4101562500,4008.8461914062,3998.9743652344,4001.9230957031,4002.9487304688,4259.4873046875,5300.2563476562,5197.6923828125,4586.5385742188,4048.8461914062,4041.4101562500,4389.1025390625,,,0
0.0156250000,0,3995.0000000000,4008.9743652344,4002.6923828125,4006.4101562500,3997.1794433594,4003.2050781250,4006.1538085938,4255.5126953125,5278.4614257812,5156.4101562500,4602.0512695312,4041.0256347656,4039.6154785156,4388.7177734375,,,0
0.0234375000,0,3998.0769042969,4011.7949218750,4005.0000000000,4003.3332519531,3991.9230957031,4001.4101562500,4008.8461914062,4263.8461914062,5333.7177734375,5222.3076171875,4626.4101562500,4041.0256347656,4040.5129394531,4393.7177734375,,,0
0.0313402000,0,4000.2563476562,4011.4101562500,4005.0000000000,4001.0256347656,3989.3588867188,4000.1281738281,4007.8205566406,4255.5126953125,5348.0771484375,5209.4873046875,4660.0000000000,4035.5129394531,4039.8718261719,4389.4873046875,,,0
0.0391527000,0,4003.4614257812,4016.1538085938,4001.5385742188,3999.1025390625,3990.2563476562,4002.0512695312,4008.8461914062,4267.1796875000,5355.3847656250,5157.8203125000,4697.9487304688,4049.7436523438,4054.6154785156,4403.9741210938,,,0
0.0469652000,0,4003.4614257812,4011.4101562500,3996.2819824219,4000.3845214844,3991.9230957031,4002.9487304688,4012.1794433594,4267.1796875000,5497.4360351562,5366.4101562500,4736.7949218750,4035.3845214844,4050.2563476562,4405.5126953125,,,0
0.0547777000,0,4004.3588867188,4013.5898437500,3996.5385742188,4001.6667480469,3990.0000000000,4002.3076171875,4013.0769042969,4273.0771484375,5561.0258789062,5465.3847656250,4754.7436523438,4031.4101562500,4050.6411132812,4409.6152343750,,,0
0.0625876000,0,4003.2050781250,4014.3588867188,3998.7180175781,3999.8718261719,3987.1794433594,4004.1025390625,4011.1538085938,4264.1025390625,5551.5385742188,5391.0258789062,4817.0512695312,4031.0256347656,4050.5129394531,4412.4360351562,,,0
0.0704001000,0,4003.5898437500,4014.2307128906,4002.0512695312,4004.2307128906,3991.6667480469,4007.1794433594,4010.6411132812,4262.1796875000,5538.8461914062,5374.2309570312,4846.1538085938,4031.4101562500,4053.3332519531,4417.0512695312,,,0
0.0782126000,0,4005.3845214844,4009.7436523438,4005.2563476562,4007.0512695312,3994.2307128906,4007.3076171875,4012.5642089844,4256.1538085938,5625.7690429688,5493.9741210938,4868.7177734375,4012.6923828125,4048.0769042969,4406.4101562500,,,0
0.0860251000,0,4006.1538085938,4013.0769042969,4007.8205566406,4003.9743652344,3992.9487304688,4006.2819824219,4012.6923828125,4261.0258789062,5646.7949218750,5499.1025390625,4864.8715820312,4020.8974609375,4049.8718261719,4405.0000000000,,,0
0.0938421000,0,4005.2563476562,4014.8718261719,4007.9487304688,4003.5898437500,3991.1538085938,4005.7692871094,4011.1538085938,4268.7177734375,5692.1796875000,5548.7177734375,4926.1538085938,4030.1281738281,4053.9743652344,4415.2563476562,,,0
0.1016546000,0,4005.8974609375,4013.2050781250,4005.5129394531,4006.4101562500,3992.1794433594,4007.1794433594,4014.7436523438,4261.5385742188,5710.1284179688,5618.2050781250,4937.8203125000,4013.4614257812,4047.5642089844,4406.9228515625,,,0
0.1094671000,0,4006.6667480469,4018.2050781250,4007.3076171875,4007.9487304688,3992.4357910156,4007.1794433594,4014.2307128906,4266.4101562500,5741.0258789062,5624.3588867188,4961.9228515625,4016.0256347656,4050.1281738281,4405.3847656250,,,0
0.1172796000,0,4006.0256347656,4016.0256347656,4009.4870605469,4009.3588867188,3996.6667480469,4010.2563476562,4013.3332519531,4267.1796875000,5696.1538085938,5569.8715820312,4960.5126953125,4021.9230957031,4047.3076171875,4408.0771484375,,,0
0.1251956000,0,4008.0769042969,4016.0256347656,4010.5129394531,4011.0256347656,3997.1794433594,4012.1794433594,4016.1538085938,4292.8203125000,5741.4101562500,5661.6665039062,4997.6923828125,4033.9743652344,4055.2563476562,4421.5385742188,,,0
0.1330081000,0,4005.8974609375,4013.4614257812,4007.8205566406,4007.6923828125,3993.9743652344,4010.6411132812,4017.1794433594,4274.1025390625,5781.7949218750,5702.3076171875,4983.5898437500,4012.0512695312,4046.4101562500,4409.1025390625,,,0
0.1408206000,0,4007.5642089844,4024.2307128906,4011.2819824219,4007.6923828125,3993.9743652344,4008.5898437500,4012.9487304688,4292.1796875000,5781.6665039062,5749.7436523438,4999.2309570312,4031.9230957031,4054.8718261719,4420.5126953125,,,0
0.1486331000,0,4010.1281738281,4015.3845214844,4014.8718261719,4010.6411132812,3998.0769042969,4009.6154785156,4011.4101562500,4276.6665039062,5809.4873046875,5834.6152343750,5032.0512695312,4014.2307128906,4045.3845214844,4409.7436523438,,,0
0.1563027000,0,4010.0000000000,4010.8974609375,4018.4614257812,4015.3845214844,4000.0000000000,4009.6154785156,4014.4870605469,4265.0000000000,5805.5126953125,5763.4614257812,4978.2050781250,4009.2307128906,4045.1281738281,4400.1284179688,,,0
