Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.0000000000,0,2667.8205566406,938.4615478516,7927.3076171875,532.4359130859,5174.7436523438,7967.1796875000,2259.1025390625,324.6153869629,6036.0258789062,6195.1284179688,7107.9487304688,6700.6411132812,8183.4614257812,3817.1794433594,,,0
0.0078125000,0,7430.5126953125,2936.0256347656,3063.4614257812,1373.3333740234,84.4871673584,1277.0512695312,944.2307739258,7124.8715820312,4217.4360351562,2278.8461914062,2475.3845214844,7031.7949218750,1095.1281738281,1563.4615478516,,,0
0.0156250000,0,3873.4614257812,1438.9743652344,2863.0769042969,253.5897369385,1563.0769042969,3981.6667480469,946.2820434570,845.6409912109,3283.8461914062,6637.5639648438,8185.8974609375,7954.7436523438,768.0769042969,6028.4614257812,,,0
0.0234375000,0,2943.7180175781,7573.7177734375,6814.6152343750,3798.9743652344,3707.5642089844,5069.2309570312,4380.5126953125,4175.6411132812,7878.0771484375,6196.6665039062,1365.1281738281,8219.3593750000,1953.8461914062,7310.6411132812,,,0
0.0312759000,0,775.0000000000,1820.2563476562,4054.1025390625,3283.4614257812,6568.8461914062,5499.8715820312,7898.3334960938,7452.0512695312,6733.0771484375,6422.1796875000,3481.6667480469,4381.5385742188,8317.4355468750,1814.4871826172,,,0
0.0390884000,0,993.2051391602,3779.3588867188,5988.4614257812,2309.4870605469,385.5128173828,1223.4615478516,2707.4357910156,7275.6411132812,6504.3588867188,6892.0512695312,1981.7949218750,3076.2819824219,5685.2563476562,2086.2819824219,,,0
0.0469009000,0,4331.4101562500,1107.6922607422,1811.7949218750,3467.9487304688,4787.8203125000,8382.5644531250,4883.3334960938,8042.1796875000,7411.7949218750,6503.8461914062,6373.4614257812,132.5640869141,415.7692260742,5204.2309570312,,,0
0.0547134000,0,6806.2822265625,778.0769042969,2693.3332519531,4467.8203125000,3185.0000000000,1876.2821044922,7005.3847656250,1428.8461914062,3189.1025390625,2138.5898437500,3412.1794433594,790.0000000000,7319.8715820312,5274.2309570312,,,0
0.0625468000,0,1882.1794433594,8181.9228515625,4310.3847656250,3887.5642089844,3080.5129394531,1222.5640869141,4974.1025390625,7851.4101562500,3789.7436523438,3928.4614257812,3877.1794433594,6514.4873046875,5502.4360351562,5839.2309570312,,,0
0.0703593000,0,6323.8461914062,4353.9741210938,5877.1796875000,990.2564086914,2461.1538085938,7309.6152343750,5123.7177734375,6692.5639648438,601.4102783203,1214.4871826172,5837.0512695312,466.4102478027,7269.7436523438,1719.6153564453,,,0
0.0781718000,0,801.7948608398,3652.0512695312,8266.0253906250,331.4102478027,1018.4615478516,7260.0000000000,6835.5126953125,1182.1794433594,5841.9228515625,925.5128173828,3717.0512695312,5620.6411132812,7682.6923828125,1950.8974609375,,,0
0.0859843000,0,8140.5126953125,5352.0512695312,6800.5126953125,4144.6152343750,3162.1794433594,4590.2563476562,3487.5642089844,8196.6669921875,2220.7692871094,5389.6152343750,8029.3588867188,6109.3588867188,5168.4614257812,7206.4101562500,,,0
